,cv_name,validation_score,train_size,dim,noise_corr,sep,score_error,score_sem
1,100 splits,0.6629,100.0,300.0,0.0,5.0,0.0381,0.00558972271226
0,loo,0.7196,100.0,300.0,0.0,5.0,0.0404,0.0427083130081
1,100 splits,0.7196,100.0,300.0,0.0,5.0,0.04265,0.00552830783332
0,loo,0.7207,100.0,300.0,0.0,5.0,-0.0707,0.0476969600708
1,100 splits,0.7207,100.0,300.0,0.0,5.0,-0.0647,0.00664793200928
0,loo,0.734,100.0,300.0,0.0,5.0,-0.054,0.0466476151588
1,100 splits,0.734,100.0,300.0,0.0,5.0,-0.06125,0.00493454025214
0,loo,0.6709,100.0,300.0,0.0,5.0,-0.0609,0.048774993593
1,100 splits,0.6709,100.0,300.0,0.0,5.0,-0.0974,0.00647022024355
0,loo,0.7023,100.0,300.0,0.0,5.0,-0.0223,0.0466476151588
1,100 splits,0.7023,100.0,300.0,0.0,5.0,-0.0878,0.00645745692978
0,loo,0.6754,100.0,300.0,0.0,5.0,-0.0454,0.0482804308183
1,100 splits,0.6754,100.0,300.0,0.0,5.0,-0.06515,0.00761000574901
0,loo,0.6732,100.0,300.0,0.0,5.0,0.0668,0.0438634243989
1,100 splits,0.6732,100.0,300.0,0.0,5.0,0.05905,0.00667923554758
0,loo,0.7142,100.0,300.0,0.0,5.0,0.0258,0.0438634243989
1,100 splits,0.7142,100.0,300.0,0.0,5.0,-0.0012,0.0049274739979
0,loo,0.7062,100.0,300.0,0.0,5.0,-0.0262,0.0466476151588
1,100 splits,0.7062,100.0,300.0,0.0,5.0,-0.0207,0.00664821404589
0,loo,0.725,100.0,300.0,0.0,5.0,-0.055,0.047021271782
